id,name,event_type,purse,winning_share,currency,points,start_date,end_date,course_timezone,network,total_rounds,status,cutline,projected_cutline,cut_round,defending_champ,winner,venue
0299292e-fa35-403a-9b25-7959a58ab418,Hero World Challenge,stroke,3500000.0,1000000.0,USD,,2022-12-01,2022-12-04,America/Nassau,"Golf Channel, NBC",4.0,closed,,,,"{'id': '965d925a-5ecd-409c-beb7-a34ef1ca52f3', 'first_name': 'Viktor', 'last_name': 'Hovland', 'height': 70, 'weight': 165, 'birthday': '1997-09-18', 'country': 'NORWAY', 'residence': 'Oslo,, NOR', 'birth_place': 'Oslo,, NOR', 'college': 'Oklahoma State', 'turned_pro': 2019, 'handedness': 'R', 'abbr_name': 'V.Hovland'}","{'id': '965d925a-5ecd-409c-beb7-a34ef1ca52f3', 'first_name': 'Viktor', 'last_name': 'Hovland', 'height': 70, 'weight': 165, 'birthday': '1997-09-18T00:00:00+00:00', 'country': 'NORWAY', 'residence': 'Oslo,, NOR', 'birth_place': 'Oslo,, NOR', 'college': 'Oklahoma State', 'turned_pro': 2019, 'handedness': 'R', 'abbr_name': 'V.Hovland', 'name': 'Hovland, Viktor'}","{'id': 'dad50639-c1a2-47fa-8928-47caf967caec', 'name': 'Albany, The Bahamas', 'city': 'Nassau', 'country': 'BHS', 'courses': [{'id': '8e7b2522-16ff-4be0-aeb0-f480a2f03c18', 'name': 'Albany', 'yardage': 7449, 'par': 72, 'holes': [{'number': 1, 'par': 4, 'yardage': 438}, {'number': 2, 'par': 3, 'yardage': 193}, {'number': 3, 'par': 5, 'yardage': 573}, {'number': 4, 'par': 4, 'yardage': 498}, {'number': 5, 'par': 3, 'yardage': 179}, {'number': 6, 'par': 5, 'yardage': 602}, {'number': 7, 'par': 4, 'yardage': 366}, {'number': 8, 'par': 3, 'yardage': 217}, {'number': 9, 'par': 5, 'yardage': 632}, {'number': 10, 'par': 4, 'yardage': 440}, {'number': 11, 'par': 5, 'yardage': 592}, {'number': 12, 'par': 3, 'yardage': 204}, {'number': 13, 'par': 4, 'yardage': 513}, {'number': 14, 'par': 4, 'yardage': 307}, {'number': 15, 'par': 5, 'yardage': 552}, {'number': 16, 'par': 4, 'yardage': 483}, {'number': 17, 'par': 3, 'yardage': 189}, {'number': 18, 'par': 4, 'yardage': 471}]}]}"
0d528d09-bc55-4e1e-aa4a-53c2d9e07d65,The Match VII: Woods/McIlroy vs Thomas/Spieth,cup,,,USD,,2022-12-10,2022-12-10,America/New_York,TNT,1.0,closed,,,,,,"{'id': 'b87a2efb-7c84-41fb-9ddc-ec3f3742980a', 'name': 'Pelican Golf Club', 'city': 'Belleair', 'state': 'FL', 'zipcode': '33756', 'country': 'USA', 'courses': [{'id': '1e08d5ba-eaa6-4597-a3c1-c3dc255b1167', 'name': 'Pelican Golf Club', 'yardage': 6355, 'par': 68, 'holes': [{'number': 1, 'par': 4, 'yardage': 310}, {'number': 2, 'par': 4, 'yardage': 455}, {'number': 3, 'par': 3, 'yardage': 200}, {'number': 4, 'par': 4, 'yardage': 447}, {'number': 5, 'par': 3, 'yardage': 160}, {'number': 6, 'par': 4, 'yardage': 526}, {'number': 7, 'par': 5, 'yardage': 615}, {'number': 8, 'par': 3, 'yardage': 157}, {'number': 9, 'par': 3, 'yardage': 223}, {'number': 10, 'par': 4, 'yardage': 427}, {'number': 11, 'par': 4, 'yardage': 381}, {'number': 12, 'par': 3, 'yardage': 143}, {'number': 13, 'par': 4, 'yardage': 435}, {'number': 14, 'par': 5, 'yardage': 529}, {'number': 15, 'par': 3, 'yardage': 191}, {'number': 16, 'par': 4, 'yardage': 388}, {'number': 17, 'par': 4, 'yardage': 340}, {'number': 18, 'par': 4, 'yardage': 428}]}]}"
beea275d-7a29-47bf-a124-4cf06bcdcaab,Sentry Tournament of Champions,stroke,15000000.0,2700000.0,USD,550.0,2023-01-05,2023-01-08,Pacific/Honolulu,"Golf Channel, NBC",4.0,closed,,,,"{'id': 'aee6ead9-10e0-445b-aa13-d037cc1dd861', 'first_name': 'Cameron', 'last_name': 'Smith', 'height': 71, 'weight': 172, 'birthday': '1993-08-18', 'country': 'AUSTRALIA', 'residence': 'Brisbane,, AUS', 'birth_place': 'Brisbane,, AUS', 'turned_pro': 2013, 'handedness': 'R', 'abbr_name': 'C.Smith'}","{'id': '7b52b9be-a490-4569-9bbc-57db5f232dcb', 'first_name': 'Jon', 'last_name': 'Rahm', 'height': 74, 'weight': 220, 'birthday': '1994-11-10T00:00:00+00:00', 'country': 'SPAIN', 'residence': 'Scottsdale, AZ, USA', 'birth_place': 'Barrika,, ESP', 'college': 'Arizona State', 'turned_pro': 2016, 'handedness': 'R', 'abbr_name': 'J.Rahm', 'name': 'Rahm, Jon'}","{'id': '4e353af5-a1dd-4118-963d-24ef08393155', 'name': 'Kapalua Resort', 'city': 'Kapalua', 'state': 'HI', 'zipcode': '96761', 'country': 'USA', 'courses': [{'id': 'f14b3a94-b487-448d-bb1c-a4a77aa4523d', 'name': 'The Plantation Course at Kapalua Resort', 'yardage': 7530, 'par': 73, 'holes': [{'number': 1, 'par': 4, 'yardage': 503}, {'number': 2, 'par': 3, 'yardage': 217}, {'number': 3, 'par': 4, 'yardage': 421}, {'number': 4, 'par': 4, 'yardage': 418}, {'number': 5, 'par': 5, 'yardage': 515}, {'number': 6, 'par': 4, 'yardage': 415}, {'number': 7, 'par': 4, 'yardage': 536}, {'number': 8, 'par': 3, 'yardage': 203}, {'number': 9, 'par': 5, 'yardage': 548}, {'number': 10, 'par': 4, 'yardage': 388}, {'number': 11, 'par': 3, 'yardage': 164}, {'number': 12, 'par': 4, 'yardage': 416}, {'number': 13, 'par': 4, 'yardage': 377}, {'number': 14, 'par': 4, 'yardage': 292}, {'number': 15, 'par': 5, 'yardage': 525}, {'number': 16, 'par': 4, 'yardage': 377}, {'number': 17, 'par': 4, 'yardage': 547}, {'number': 18, 'par': 5, 'yardage': 668}]}]}"
890b3b99-9b4a-451a-90cf-9db4908e142b,Sony Open in Hawaii,stroke,7900000.0,1422000.0,USD,500.0,2023-01-12,2023-01-15,Pacific/Honolulu,Golf Channel,4.0,closed,-2.0,-2.0,2.0,"{'id': 'd45bcf4a-5803-4b0b-ab6c-6427a76cecf7', 'first_name': 'Hideki', 'last_name': 'Matsuyama', 'height': 71, 'weight': 198, 'birthday': '1992-02-25', 'country': 'JAPAN', 'residence': 'Sendai,, JPN', 'birth_place': 'Ehime,, JPN', 'college': 'Tohoku Fukushi', 'turned_pro': 2013, 'handedness': 'R', 'abbr_name': 'H.Matsuyama'}","{'id': '21886b8c-d915-4bbc-9bda-0352821c432b', 'first_name': 'Si Woo', 'last_name': 'Kim', 'height': 71, 'weight': 182, 'birthday': '1995-06-28T00:00:00+00:00', 'country': 'SOUTH KOREA', 'residence': 'Fullerton, CA, USA', 'birth_place': 'Seoul,, KOR', 'college': 'Yonsei', 'turned_pro': 2013, 'handedness': 'R', 'abbr_name': 'S.Kim', 'name': 'Kim, Si Woo'}","{'id': 'f7b43eef-f5af-4555-ad7f-7d9c28c4dad9', 'name': 'Waialae CC', 'city': 'Honolulu', 'state': 'HI', 'zipcode': '96816', 'country': 'USA', 'courses': [{'id': 'cd02a02e-1aa5-4cae-bf9b-0e30d045fc91', 'name': 'Waialae Country Club', 'yardage': 7044, 'par': 70, 'holes': [{'number': 1, 'par': 4, 'yardage': 480}, {'number': 2, 'par': 4, 'yardage': 423}, {'number': 3, 'par': 4, 'yardage': 422}, {'number': 4, 'par': 3, 'yardage': 204}, {'number': 5, 'par': 4, 'yardage': 467}, {'number': 6, 'par': 4, 'yardage': 460}, {'number': 7, 'par': 3, 'yardage': 176}, {'number': 8, 'par': 4, 'yardage': 454}, {'number': 9, 'par': 5, 'yardage': 506}, {'number': 10, 'par': 4, 'yardage': 351}, {'number': 11, 'par': 3, 'yardage': 194}, {'number': 12, 'par': 4, 'yardage': 440}, {'number': 13, 'par': 4, 'yardage': 477}, {'number': 14, 'par': 4, 'yardage': 430}, {'number': 15, 'par': 4, 'yardage': 398}, {'number': 16, 'par': 4, 'yardage': 417}, {'number': 17, 'par': 3, 'yardage': 194}, {'number': 18, 'par': 5, 'yardage': 551}]}]}"
bc61b9e3-e054-496b-bcb7-4756a0490c51,The American Express,stroke,8000000.0,1440000.0,USD,500.0,2023-01-19,2023-01-22,America/Los_Angeles,Golf Channel,4.0,closed,-10.0,,3.0,"{'id': '33f4409b-6698-40e0-ae17-696fb5d5bad8', 'first_name': 'Hudson', 'last_name': 'Swafford', 'height': 75, 'weight': 200, 'birthday': '1987-09-09', 'country': 'UNITED STATES', 'residence': 'Tallahassee, FL, USA', 'birth_place': 'Lakeland, FL, USA', 'college': 'Georgia', 'turned_pro': 2011, 'handedness': 'R', 'abbr_name': 'H.Swafford'}","{'id': '7b52b9be-a490-4569-9bbc-57db5f232dcb', 'first_name': 'Jon', 'last_name': 'Rahm', 'height': 74, 'weight': 220, 'birthday': '1994-11-10T00:00:00+00:00', 'country': 'SPAIN', 'residence': 'Scottsdale, AZ, USA', 'birth_place': 'Barrika,, ESP', 'college': 'Arizona State', 'turned_pro': 2016, 'handedness': 'R', 'abbr_name': 'J.Rahm', 'name': 'Rahm, Jon'}","{'id': 'd2f84a1e-c26a-4bdf-ab37-82401f82b4fa', 'name': 'PGA West', 'city': 'La Quinta', 'state': 'CA', 'zipcode': '92253', 'country': 'USA', 'courses': [{'id': '2b246f82-a879-4104-af58-e3b93db11c29', 'name': 'PGA WEST TPC Stadium Course', 'yardage': 7187, 'par': 72, 'holes': [{'number': 1, 'par': 4, 'yardage': 445}, {'number': 2, 'par': 4, 'yardage': 371}, {'number': 3, 'par': 4, 'yardage': 471}, {'number': 4, 'par': 3, 'yardage': 170}, {'number': 5, 'par': 5, 'yardage': 535}, {'number': 6, 'par': 3, 'yardage': 223}, {'number': 7, 'par': 4, 'yardage': 346}, {'number': 8, 'par': 5, 'yardage': 559}, {'number': 9, 'par': 4, 'yardage': 452}, {'number': 10, 'par': 4, 'yardage': 405}, {'number': 11, 'par': 5, 'yardage': 591}, {'number': 12, 'par': 4, 'yardage': 363}, {'number': 13, 'par': 3, 'yardage': 195}, {'number': 14, 'par': 4, 'yardage': 389}, {'number': 15, 'par': 4, 'yardage': 468}, {'number': 16, 'par': 5, 'yardage': 600}, {'number': 17, 'par': 3, 'yardage': 165}, {'number': 18, 'par': 4, 'yardage': 439}]}, {'id': 'd988775c-fb7e-480c-be4b-96f544f5df1a', 'name': 'PGA WEST Nicklaus Tournament Course', 'yardage': 7147, 'par': 72, 'holes': [{'number': 1, 'par': 4, 'yardage': 378}, {'number': 2, 'par': 4, 'yardage': 444}, {'number': 3, 'par': 3, 'yardage': 192}, {'number': 4, 'par': 5, 'yardage': 549}, {'number': 5, 'par': 4, 'yardage': 364}, {'number': 6, 'par': 4, 'yardage': 462}, {'number': 7, 'par': 5, 'yardage': 527}, {'number': 8, 'par': 3, 'yardage': 172}, {'number': 9, 'par': 4, 'yardage': 461}, {'number': 10, 'par': 4, 'yardage': 370}, {'number': 11, 'par': 5, 'yardage': 528}, {'number': 12, 'par': 3, 'yardage': 165}, {'number': 13, 'par': 4, 'yardage': 419}, {'number': 14, 'par': 4, 'yardage': 442}, {'number': 15, 'par': 5, 'yardage': 572}, {'number': 16, 'par': 4, 'yardage': 440}, {'number': 17, 'par': 3, 'yardage': 209}, {'number': 18, 'par': 4, 'yardage': 453}]}, {'id': 'b0beca73-9ad2-45ca-81b5-56ac564615d3', 'name': 'La Quinta Country Club', 'yardage': 7060, 'par': 72, 'holes': [{'number': 1, 'par': 4, 'yardage': 382}, {'number': 2, 'par': 4, 'yardage': 434}, {'number': 3, 'par': 3, 'yardage': 202}, {'number': 4, 'par': 4, 'yardage': 384}, {'number': 5, 'par': 5, 'yardage': 516}, {'number': 6, 'par': 5, 'yardage': 527}, {'number': 7, 'par': 3, 'yardage': 168}, {'number': 8, 'par': 4, 'yardage': 389}, {'number': 9, 'par': 4, 'yardage': 399}, {'number': 10, 'par': 4, 'yardage': 405}, {'number': 11, 'par': 5, 'yardage': 543}, {'number': 12, 'par': 3, 'yardage': 202}, {'number': 13, 'par': 5, 'yardage': 547}, {'number': 14, 'par': 4, 'yardage': 469}, {'number': 15, 'par': 3, 'yardage': 206}, {'number': 16, 'par': 4, 'yardage': 454}, {'number': 17, 'par': 4, 'yardage': 421}, {'number': 18, 'par': 4, 'yardage': 412}]}]}"
dad58e15-9fab-49a5-a1e3-ea520f764698,Farmers Insurance Open,stroke,8700000.0,1566000.0,USD,500.0,2023-01-25,2023-01-28,America/Los_Angeles,"Golf Channel, CBS",4.0,closed,0.0,0.0,,"{'id': '59e38135-5887-43e5-b6ab-25cbfedcd6e5', 'first_name': 'Luke', 'last_name': 'List', 'height': 74, 'weight': 190, 'birthday': '1985-01-14', 'country': 'UNITED STATES', 'residence': 'Jupiter, FL, USA', 'birth_place': 'Seattle, WA, USA', 'college': 'Vanderbilt', 'turned_pro': 2007, 'handedness': 'R', 'abbr_name': 'L.List'}","{'id': '8e3fb27f-d585-4b9e-9c0e-284a654969f5', 'first_name': 'Max', 'last_name': 'Homa', 'height': 73, 'weight': 180, 'birthday': '1990-11-19T00:00:00+00:00', 'country': 'UNITED STATES', 'residence': 'Valencia, CA, USA', 'birth_place': 'Valencia, CA, USA', 'college': 'California', 'turned_pro': 2013, 'handedness': 'R', 'abbr_name': 'M.Homa', 'name': 'Homa, Max'}","{'id': '1c12ad8a-336e-40a6-90bb-50b86321c0f9', 'name': 'Torrey Pines', 'city': 'La Jolla', 'state': 'CA', 'zipcode': '92037', 'country': 'USA', 'courses': [{'id': '5401065a-a685-4aeb-a9d7-602d9a3690d0', 'name': 'Torrey Pines - South', 'yardage': 7765, 'par': 72, 'holes': [{'number': 1, 'par': 4, 'yardage': 451}, {'number': 2, 'par': 4, 'yardage': 389}, {'number': 3, 'par': 3, 'yardage': 201}, {'number': 4, 'par': 4, 'yardage': 490}, {'number': 5, 'par': 4, 'yardage': 454}, {'number': 6, 'par': 5, 'yardage': 564}, {'number': 7, 'par': 4, 'yardage': 462}, {'number': 8, 'par': 3, 'yardage': 177}, {'number': 9, 'par': 5, 'yardage': 615}, {'number': 10, 'par': 4, 'yardage': 454}, {'number': 11, 'par': 3, 'yardage': 225}, {'number': 12, 'par': 4, 'yardage': 505}, {'number': 13, 'par': 5, 'yardage': 621}, {'number': 14, 'par': 4, 'yardage': 437}, {'number': 15, 'par': 4, 'yardage': 480}, {'number': 16, 'par': 3, 'yardage': 227}, {'number': 17, 'par': 4, 'yardage': 443}, {'number': 18, 'par': 5, 'yardage': 570}]}, {'id': '9034c516-80ec-4670-9345-ed8a6b29904b', 'name': 'Torrey Pines - North', 'yardage': 7258, 'par': 72, 'holes': [{'number': 1, 'par': 4, 'yardage': 421}, {'number': 2, 'par': 4, 'yardage': 495}, {'number': 3, 'par': 3, 'yardage': 241}, {'number': 4, 'par': 4, 'yardage': 479}, {'number': 5, 'par': 5, 'yardage': 525}, {'number': 6, 'par': 4, 'yardage': 416}, {'number': 7, 'par': 4, 'yardage': 322}, {'number': 8, 'par': 3, 'yardage': 214}, {'number': 9, 'par': 5, 'yardage': 556}, {'number': 10, 'par': 5, 'yardage': 536}, {'number': 11, 'par': 4, 'yardage': 339}, {'number': 12, 'par': 3, 'yardage': 203}, {'number': 13, 'par': 4, 'yardage': 459}, {'number': 14, 'par': 4, 'yardage': 451}, {'number': 15, 'par': 3, 'yardage': 202}, {'number': 16, 'par': 4, 'yardage': 393}, {'number': 17, 'par': 5, 'yardage': 520}, {'number': 18, 'par': 4, 'yardage': 486}]}]}"
1fe9a678-6558-495c-a7b4-0734274964a3,AT&T Pebble Beach Pro-Am,stroke,9000000.0,1620000.0,USD,500.0,2023-02-02,2023-02-06,America/Los_Angeles,"Golf Channel, CBS",4.0,closed,-1.0,-1.0,,"{'id': 'dae7d61f-bde2-4182-9e99-06b48689f004', 'first_name': 'Tom', 'last_name': 'Hoge', 'height': 73, 'weight': 175, 'birthday': '1989-05-25', 'country': 'UNITED STATES', 'residence': 'Fargo, ND, USA', 'birth_place': 'Statesville, NC', 'college': 'TCU', 'turned_pro': 2011, 'handedness': 'R', 'abbr_name': 'T.Hoge'}","{'id': 'c11235f6-0f62-4afb-93e7-952dc0554649', 'first_name': 'Justin', 'last_name': 'Rose', 'height': 75, 'weight': 195, 'birthday': '1980-07-30T00:00:00+00:00', 'country': 'ENGLAND', 'residence': 'London,, GBR', 'birth_place': 'Johannesburg,, ZAF', 'turned_pro': 1998, 'handedness': 'R', 'abbr_name': 'J.Rose', 'name': 'Rose, Justin'}","{'id': 'da323e92-6ff1-4f03-8974-4d5b3bf1e357', 'name': 'Pebble Beach Golf Links', 'city': 'Pebble Beach', 'state': 'CA', 'zipcode': '93953', 'country': 'USA', 'courses': [{'id': '32700de7-18b8-41a2-80fd-28d5ee44a48b', 'name': 'Monterey Peninsula Shore Course', 'yardage': 6934, 'par': 71, 'holes': [{'number': 1, 'par': 4, 'yardage': 495}, {'number': 2, 'par': 4, 'yardage': 391}, {'number': 3, 'par': 3, 'yardage': 155}, {'number': 4, 'par': 4, 'yardage': 426}, {'number': 5, 'par': 4, 'yardage': 349}, {'number': 6, 'par': 5, 'yardage': 570}, {'number': 7, 'par': 3, 'yardage': 203}, {'number': 8, 'par': 4, 'yardage': 454}, {'number': 9, 'par': 3, 'yardage': 223}, {'number': 10, 'par': 5, 'yardage': 544}, {'number': 11, 'par': 3, 'yardage': 182}, {'number': 12, 'par': 5, 'yardage': 599}, {'number': 13, 'par': 4, 'yardage': 417}, {'number': 14, 'par': 3, 'yardage': 190}, {'number': 15, 'par': 4, 'yardage': 425}, {'number': 16, 'par': 5, 'yardage': 500}, {'number': 17, 'par': 4, 'yardage': 430}, {'number': 18, 'par': 4, 'yardage': 381}]}, {'id': '62adb452-8f11-4c5f-b672-7ac014ee4028', 'name': 'Pebble Beach Golf Links', 'yardage': 6972, 'par': 72, 'holes': [{'number': 1, 'par': 4, 'yardage': 381}, {'number': 2, 'par': 5, 'yardage': 516}, {'number': 3, 'par': 4, 'yardage': 404}, {'number': 4, 'par': 4, 'yardage': 331}, {'number': 5, 'par': 3, 'yardage': 195}, {'number': 6, 'par': 5, 'yardage': 523}, {'number': 7, 'par': 3, 'yardage': 106}, {'number': 8, 'par': 4, 'yardage': 428}, {'number': 9, 'par': 4, 'yardage': 504}, {'number': 10, 'par': 4, 'yardage': 446}, {'number': 11, 'par': 4, 'yardage': 390}, {'number': 12, 'par': 3, 'yardage': 202}, {'number': 13, 'par': 4, 'yardage': 445}, {'number': 14, 'par': 5, 'yardage': 580}, {'number': 15, 'par': 4, 'yardage': 397}, {'number': 16, 'par': 4, 'yardage': 403}, {'number': 17, 'par': 3, 'yardage': 178}, {'number': 18, 'par': 5, 'yardage': 543}]}, {'id': '283cfbf1-86f7-4de4-8749-d02a40383e35', 'name': 'Spyglass Hill Golf Course', 'yardage': 7041, 'par': 72, 'holes': [{'number': 1, 'par': 5, 'yardage': 595}, {'number': 2, 'par': 4, 'yardage': 349}, {'number': 3, 'par': 3, 'yardage': 172}, {'number': 4, 'par': 4, 'yardage': 370}, {'number': 5, 'par': 3, 'yardage': 203}, {'number': 6, 'par': 4, 'yardage': 446}, {'number': 7, 'par': 5, 'yardage': 549}, {'number': 8, 'par': 4, 'yardage': 399}, {'number': 9, 'par': 4, 'yardage': 431}, {'number': 10, 'par': 4, 'yardage': 407}, {'number': 11, 'par': 5, 'yardage': 561}, {'number': 12, 'par': 3, 'yardage': 178}, {'number': 13, 'par': 4, 'yardage': 460}, {'number': 14, 'par': 5, 'yardage': 560}, {'number': 15, 'par': 3, 'yardage': 130}, {'number': 16, 'par': 4, 'yardage': 476}, {'number': 17, 'par': 4, 'yardage': 325}, {'number': 18, 'par': 4, 'yardage': 430}]}]}"
62902ae6-af32-419c-91d6-4fec54a59fe3,WM Phoenix Open,stroke,20000000.0,3600000.0,USD,500.0,2023-02-09,2023-02-12,America/Phoenix,"Golf Channel, CBS",4.0,closed,0.0,0.0,,"{'id': '6db3e736-d86d-4181-aa3b-651b8c1bfdc1', 'first_name': 'Scottie', 'last_name': 'Scheffler', 'height': 75, 'weight': 200, 'birthday': '1996-06-21', 'country': 'UNITED STATES', 'residence': 'Dallas, TX, USA', 'birth_place': 'Ridgewood, NJ, USA', 'college': 'Texas', 'turned_pro': 2018, 'handedness': 'R', 'abbr_name': 'S.Scheffler'}","{'id': '6db3e736-d86d-4181-aa3b-651b8c1bfdc1', 'first_name': 'Scottie', 'last_name': 'Scheffler', 'height': 75, 'weight': 200, 'birthday': '1996-06-21T00:00:00+00:00', 'country': 'UNITED STATES', 'residence': 'Dallas, TX, USA', 'birth_place': 'Ridgewood, NJ, USA', 'college': 'Texas', 'turned_pro': 2018, 'handedness': 'R', 'abbr_name': 'S.Scheffler', 'name': 'Scheffler, Scottie'}","{'id': '6fe9c022-1950-4554-bb26-30f3ca4d7795', 'name': 'TPC Scottsdale', 'city': 'Scottsdale', 'state': 'AZ', 'zipcode': '85255', 'country': 'USA', 'courses': [{'id': '0cb81277-553c-4da0-9d25-255ea368f9ac', 'name': 'Stadium Course', 'yardage': 7261, 'par': 71, 'holes': [{'number': 1, 'par': 4, 'yardage': 403}, {'number': 2, 'par': 4, 'yardage': 442}, {'number': 3, 'par': 5, 'yardage': 558}, {'number': 4, 'par': 3, 'yardage': 183}, {'number': 5, 'par': 4, 'yardage': 470}, {'number': 6, 'par': 4, 'yardage': 432}, {'number': 7, 'par': 3, 'yardage': 215}, {'number': 8, 'par': 4, 'yardage': 475}, {'number': 9, 'par': 4, 'yardage': 453}, {'number': 10, 'par': 4, 'yardage': 428}, {'number': 11, 'par': 4, 'yardage': 472}, {'number': 12, 'par': 3, 'yardage': 192}, {'number': 13, 'par': 5, 'yardage': 558}, {'number': 14, 'par': 4, 'yardage': 490}, {'number': 15, 'par': 5, 'yardage': 553}, {'number': 16, 'par': 3, 'yardage': 163}, {'number': 17, 'par': 4, 'yardage': 332}, {'number': 18, 'par': 4, 'yardage': 442}]}]}"
1e350a57-d54f-4904-bb44-73b03dd7c801,The Genesis Invitational,stroke,20000000.0,3600000.0,USD,550.0,2023-02-16,2023-02-19,America/Los_Angeles,"Golf Channel, CBS",4.0,closed,1.0,1.0,,"{'id': '4249bf6e-9723-4a4a-9ddd-515022618de9', 'first_name': 'Joaquin', 'last_name': 'Niemann', 'height': 72, 'weight': 154, 'birthday': '1998-11-07', 'country': 'CHILE', 'residence': 'Santiago,, CHL', 'birth_place': 'Santiago,, CHL', 'turned_pro': 2018, 'handedness': 'R', 'abbr_name': 'J.Niemann'}","{'id': '7b52b9be-a490-4569-9bbc-57db5f232dcb', 'first_name': 'Jon', 'last_name': 'Rahm', 'height': 74, 'weight': 220, 'birthday': '1994-11-10T00:00:00+00:00', 'country': 'SPAIN', 'residence': 'Scottsdale, AZ, USA', 'birth_place': 'Barrika,, ESP', 'college': 'Arizona State', 'turned_pro': 2016, 'handedness': 'R', 'abbr_name': 'J.Rahm', 'name': 'Rahm, Jon'}","{'id': '1e7b6f24-0d85-4a5f-9b83-6a897d8b49f8', 'name': 'Riviera CC', 'city': 'Pacific Palisades', 'state': 'CA', 'zipcode': '90272', 'country': 'USA', 'courses': [{'id': 'be255eca-06ff-42c0-9c51-fe39810dd6c3', 'name': 'Riviera Country Club', 'yardage': 7322, 'par': 71, 'holes': [{'number': 1, 'par': 5, 'yardage': 503}, {'number': 2, 'par': 4, 'yardage': 471}, {'number': 3, 'par': 4, 'yardage': 434}, {'number': 4, 'par': 3, 'yardage': 236}, {'number': 5, 'par': 4, 'yardage': 434}, {'number': 6, 'par': 3, 'yardage': 199}, {'number': 7, 'par': 4, 'yardage': 408}, {'number': 8, 'par': 4, 'yardage': 433}, {'number': 9, 'par': 4, 'yardage': 458}, {'number': 10, 'par': 4, 'yardage': 315}, {'number': 11, 'par': 5, 'yardage': 583}, {'number': 12, 'par': 4, 'yardage': 479}, {'number': 13, 'par': 4, 'yardage': 459}, {'number': 14, 'par': 3, 'yardage': 192}, {'number': 15, 'par': 4, 'yardage': 487}, {'number': 16, 'par': 3, 'yardage': 166}, {'number': 17, 'par': 5, 'yardage': 590}, {'number': 18, 'par': 4, 'yardage': 475}]}]}"
30a39a35-d177-40e9-b9bc-a9f902c684e3,The Honda Classic,stroke,8400000.0,1512000.0,USD,500.0,2023-02-23,2023-02-26,America/New_York,"Golf Channel, NBC",4.0,closed,1.0,1.0,,"{'id': '502087cf-2c40-4e1d-9649-4f4e6d7d7778', 'first_name': 'Sepp', 'last_name': 'Straka', 'height': 75, 'weight': 235, 'birthday': '1993-05-01', 'country': 'AUSTRIA', 'residence': 'Birmingham, AL, USA', 'birth_place': 'Vienna,, AUT', 'college': 'Georgia', 'turned_pro': 2016, 'handedness': 'R', 'abbr_name': 'S.Straka'}","{'id': 'e4f92dca-86d5-441e-8a2d-55d5360937c5', 'first_name': 'Chris', 'last_name': 'Kirk', 'height': 75, 'weight': 175, 'birthday': '1985-05-08T00:00:00+00:00', 'country': 'UNITED STATES', 'residence': 'St. Simons Island, GA, USA', 'birth_place': 'Knoxville, TN, USA', 'college': 'Georgia', 'turned_pro': 2007, 'handedness': 'R', 'abbr_name': 'C.Kirk', 'name': 'Kirk, Chris'}","{'id': '428592ba-b0e9-4de3-b90c-59e08a52359a', 'name': 'PGA National Resort and Spa', 'city': 'Palm Beach Gardens', 'state': 'FL', 'zipcode': '33418', 'country': 'USA', 'courses': [{'id': '2201087a-14c9-46b7-ac5e-8b9059c3d030', 'name': 'PGA National Golf Club Champion Course', 'yardage': 7125, 'par': 70, 'holes': [{'number': 1, 'par': 4, 'yardage': 365}, {'number': 2, 'par': 4, 'yardage': 464}, {'number': 3, 'par': 5, 'yardage': 538}, {'number': 4, 'par': 4, 'yardage': 395}, {'number': 5, 'par': 3, 'yardage': 217}, {'number': 6, 'par': 4, 'yardage': 479}, {'number': 7, 'par': 3, 'yardage': 226}, {'number': 8, 'par': 4, 'yardage': 427}, {'number': 9, 'par': 4, 'yardage': 421}, {'number': 10, 'par': 4, 'yardage': 508}, {'number': 11, 'par': 4, 'yardage': 450}, {'number': 12, 'par': 4, 'yardage': 438}, {'number': 13, 'par': 4, 'yardage': 388}, {'number': 14, 'par': 4, 'yardage': 465}, {'number': 15, 'par': 3, 'yardage': 179}, {'number': 16, 'par': 4, 'yardage': 434}, {'number': 17, 'par': 3, 'yardage': 175}, {'number': 18, 'par': 5, 'yardage': 556}]}]}"
